id,name,url,note
0999627,"class 4-14-20","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-420fb568-01ba-425f-9669-346ce2c00c72_processed.mp4",
0999620,"Readings Clarification","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-3e8a6010-103c-4e0c-981c-102e76892b3c_processed.mp4",
0999613,"Section 10.4","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-4f2e435a-d223-4726-8269-569950f331c0_processed.mp4",
0999610,"Conjugacio\u0301n-verbos-regulares-prete\u0301rito_edited","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-d8781d25-b90b-45e9-8931-8a8f4caaeece_processed.mp4",
0999596,"IMG_2346","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-39056735-969f-476c-a98a-a3d07dcada3f_processed.mp4",
0999593,"May 4th - May 8th","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-3adc721a-7eb4-4731-8b69-f0644deb6424_processed.mp4",
0999590,"How To Upload Videos","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-1cc914b8-a7e0-431e-b4ca-a94fac3d4a80_processed.mp4",
0999586,"BIOL 127 Make It Work 13 April 2020 (Unit 10: Arthropoda)","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-0829e8e4-e050-4eb7-8652-e8ae38351dd8_processed.mp4",
0999584,"Math Reasoning April 13","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-3c0105ba-11fd-4bbd-930d-e42909600c09_processed.mp4",
0999573,"from outline to paragraph","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-fd685dbe-8b85-4551-bd31-bfec41f7734f_processed.mp4",
0999572,"Conjugacio\u0301n-verbos-regulares-prete\u0301rito_edited","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-d8781d25-b90b-45e9-8931-8a8f4caaeece_processed.mp4",
0999570,"GMT20200331-235631_UNI-STU-3-_1600x1024","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-97b75ae4-a98e-4bdd-b894-34a22a05ef53_processed.mp4",
0999568,"IMG_2345","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-943d066a-8d45-410f-8a30-dec98ccb3a3d_processed.mp4",
0999565,"20200414_Part_1","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-5fad1e9e-8a10-42ac-ac8b-be3b9f366407_processed.mp4",
0999563,"zoom_0","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-9b11a13c-9d79-4859-8242-fe05b8969beb_processed.mp4",
0999561,"outlining your argument","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-8193cae1-d342-4e95-a916-ceb4b8315eb2_processed.mp4",
0999559,"S20 C107 Week 3 ","https://coursecast-chatter.s3.us-west-2.amazonaws.com/Video-2318ecb1-903f-4008-8324-6e48decd9eca_processed.mp4",
